5.66815944,13.1755563,21.77567855,31.78480659,41.02831014
0.2,0.05,0.03,0.02,0.02
90,90,90,90,90
10,19,8.2,6.6,8.2
0.340329488,12.13196146,14.53985907,4.324257309,0
